uid,id,type,codeCPV,acheteur_id,acheteur_nom,titulaire_id,titulaire_nom,montant,dateNotification,procedure,dureeMois,offresRecues,acheteur_departement_code,titulaire_departement_code,acheteur_region_code,titulaire_region_code
21340129200015202424TX05-02,202424TX05-02,Travaux,45212225,21340129200015,COMMUNE DE LATTES (MAIRIE),79582006700143,ARBONIS,377286.48,2024-08-29,Appel d'offres ouvert,16.0,6,34,92,76.0,11.0
21340129200015202424TX05-04,202424TX05-04,Travaux,45212225,21340129200015,COMMUNE DE LATTES (MAIRIE),97725030700013,SAS BARSALOU,596381.66,2024-08-29,Appel d'offres ouvert,16.0,7,34,11,76.0,76.0
21340129200015202424TX05-12,202424TX05-12,Travaux,45212225,21340129200015,COMMUNE DE LATTES (MAIRIE),41471953400052,INEO MIDI PYRENEES LANGUEDOC ROUSSILLON ET PAR ABREVIATION INEO MPLR,450021.97,2024-08-29,Appel d'offres ouvert,16.0,8,34,34,76.0,76.0
21340129200015202424TX05-13,202424TX05-13,Travaux,45212225,21340129200015,COMMUNE DE LATTES (MAIRIE),41448171300025,SANITHERMIC,715250.32,2024-08-29,Appel d'offres ouvert,16.0,6,34,34,76.0,76.0
21340129200015202424TX05-15,202424TX05-15,Travaux,45212225,21340129200015,COMMUNE DE LATTES (MAIRIE),33960966101293,IDVERDE,59994.95,2024-08-29,Appel d'offres ouvert,16.0,4,34,34,76.0,76.0
213500093000172024TSPAL1,2024TSPAL1,Travaux,45212221,21350009300017,COMMUNE DE BAGUER MORVAN (MAIRIE),45311138700024,ART-DAN,937500.0,2024-08-29,Procédure adaptée,3.0,3,35,44,53.0,52.0
213500093000172024TSPAL1,2024TSPAL1,Travaux,45212221,21350009300017,COMMUNE DE BAGUER MORVAN (MAIRIE),44183097300034,POTIN TP,937500.0,2024-08-29,Procédure adaptée,3.0,3,35,35,53.0,53.0
213500093000172024TSPAL1,2024TSPAL1,Travaux,45212221,21350009300017,COMMUNE DE BAGUER MORVAN (MAIRIE),39422532000099,E S P A C S (EQUIPEMENT - SERRURERIE - PORTAILS -AUTOMATISMES - CLOTURE - SECURITE),937500.0,2024-08-29,Procédure adaptée,3.0,3,35,72,53.0,52.0
213500093000172024TSPAL1,2024TSPAL1,Travaux,45212221,21350009300017,COMMUNE DE BAGUER MORVAN (MAIRIE),80022498200028,FIELDSERVICES,937500.0,2024-08-29,Procédure adaptée,3.0,3,35,78,53.0,11.0
215703604000112024_01,2024_01,Travaux,45210000,21570360400011,COMMUNE DE KERBACH (MAIRIE),80197380100013,C & R BAT,138264.5,2024-08-29,Procédure adaptée,12.0,1,57,57,44.0,44.0
21740012600017202221BEB21,202221BEB21,Travaux,45210000,21740012600017,COMMUNE D ANNEMASSE (MAIRIE),50259515000041,SARL E.D.S. (E.D.S.),3456047.65,2024-08-29,Procédure adaptée,70.0,3,74,74,84.0,84.0
21740012600017202221BEB21,202221BEB21,Travaux,45210000,21740012600017,COMMUNE D ANNEMASSE (MAIRIE),42389329600016,VENATHEC,3456047.65,2024-08-29,Procédure adaptée,70.0,3,74,54,84.0,44.0
21740012600017202221BEB21,202221BEB21,Travaux,45210000,21740012600017,COMMUNE D ANNEMASSE (MAIRIE),51751258800024,AGENCE VINCENT ROCQUES ARCHITECTE,3456047.65,2024-08-29,Procédure adaptée,70.0,3,74,74,84.0,84.0
21740012600017202221BEB21,202221BEB21,Travaux,45210000,21740012600017,COMMUNE D ANNEMASSE (MAIRIE),53790861800029,DAUPHINE SAVOIE MAINTENANCE SERVICES (DSMS),3456047.65,2024-08-29,Procédure adaptée,70.0,3,74,38,84.0,84.0
21740012600017202221BEB21,202221BEB21,Travaux,45210000,21740012600017,COMMUNE D ANNEMASSE (MAIRIE),38143510600061,TECTA,3456047.65,2024-08-29,Procédure adaptée,70.0,3,74,74,84.0,84.0
21740012600017202221BEB21,202221BEB21,Travaux,45210000,21740012600017,COMMUNE D ANNEMASSE (MAIRIE),44040888800061,THERMI FLUIDES,3456047.65,2024-08-29,Procédure adaptée,70.0,3,74,01,84.0,84.0
21740012600017202221BEB21,202221BEB21,Travaux,45210000,21740012600017,COMMUNE D ANNEMASSE (MAIRIE),48406801000020,ANNECY STRUCTURES,3456047.65,2024-08-29,Procédure adaptée,70.0,3,74,74,84.0,84.0
21740012600017202221BEB21,202221BEB21,Travaux,45210000,21740012600017,COMMUNE D ANNEMASSE (MAIRIE),50388095700157,CAMPENON BERNARD DAUPHINE SAVOIE,3456047.65,2024-08-29,Procédure adaptée,70.0,3,74,74,84.0,84.0
217400761000112025ECOLE02,2025ECOLE02,Travaux,45214200,21740076100011,COMMUNE DE CHOISY (MAIRIE),79638030100021,ENTREPRISE C MONTESSUIT ET FILS,299900.0,2024-08-29,Procédure adaptée,12.0,1,74,74,84.0,84.0
2177033700001524-1029398,24-1029398,Travaux,45212221,21770337000015,COMMUNE NOISIEL (MAIRIE),35268400500015,PARCS ET SPORTS IDF,7116.0,2024-08-29,Procédure adaptée,15.0,2,77,60,11.0,32.0
2177033700001524-1029398,24-1029398,Travaux,45212221,21770337000015,COMMUNE NOISIEL (MAIRIE),44397670900024,RESEAUX VOIRIE TRAVAUX PUBLICS,7116.0,2024-08-29,Procédure adaptée,15.0,2,77,77,11.0,11.0
217704824000102023EXTMDASSL1,2023EXTMDASSL1,Travaux,45210000,21770482400010,COMMUNE VARENNES SUR SEINE (MAIRIE),49281258100014,CHEVRIER FILS,152253.39,2024-08-29,Procédure adaptée,8.0,2,77,77,11.0,11.0
219722246000102024AC202402,2024AC202402,Travaux,45215400,21972224600010,COMMUNE DE SAINT-JOSEPH (MAIRIE),84978332900014,CATOL SERVICES FUNERAIRES SARL,180000.0,2024-08-29,Procédure adaptée,36.0,2,972,972,2.0,2.0
22830001800113202320231224,202320231224,Travaux,45210000,22830001800113,DEPARTEMENT DU VAR,34363468900057,SOCIETE DE MAINTENANCE PORTUAIRE CONSTRUCTION (S.M.P.),66414.5,2024-08-29,Procédure adaptée,5.0,2,83,13,93.0,93.0
28340049700022202323M062,202323M062,Travaux,45216121,28340049700022,SCE DEPARTEMENTAL INCENDIE ET SECOURS,48150693900034,ENVIRONNEMENT BOIS,524946.63,2024-08-29,Procédure adaptée,18.0,3,34,34,76.0,76.0
28340049700022202323M062,202323M062,Travaux,45216121,28340049700022,SCE DEPARTEMENTAL INCENDIE ET SECOURS,37784702500022,STRUCTURES BOIS COUVERTURE,524946.63,2024-08-29,Procédure adaptée,18.0,3,34,34,76.0,76.0
28340049700022202323M067A,202323M067A,Travaux,45216121,28340049700022,SCE DEPARTEMENTAL INCENDIE ET SECOURS,95074782400015,COLLECTIF CARRELAGE (PROCERAM),262000.0,2024-08-29,Procédure adaptée,18.0,3,34,34,76.0,76.0
28340049700022202323M067B,202323M067B,Travaux,45216121,28340049700022,SCE DEPARTEMENTAL INCENDIE ET SECOURS,50140307500036,CEVENNES CHAPE FLUIDE,89470.0,2024-08-29,Procédure adaptée,18.0,5,34,30,76.0,76.0
2873120030001820232327A03,20232327A03,Travaux,45216121,28731200300018,SCE DEPARTEMENTAL INCENDIE ET SECOURS,42319781300060,CHAPES DALLAGES INDUSTRIELS,134927.33,2024-08-29,Appel d'offres ouvert,26.0,1,73,38,84.0,84.0
378072144000902024,2024,Travaux,45210000,37807214400090,OFFICE PUBLIC DE L'HABITAT DU NORD,82745566800018,ML BATIMENT,280382.03,2024-08-29,Procédure adaptée,6.0,2,59,62,32.0,32.0
4951761580001420231,20231,Travaux,45216110,49517615800014,OFFICE PUBLIC DE L'HABITAT DE L'ORNE (ORNE HABITAT),32933888300690,COLAS FRANCE (ETABLISSEMENT DE L'ORNE),2119868.96,2024-08-29,Appel d'offres ouvert,24.0,6,61,61,28.0,28.0
7938664430004712018MA2,12018MA2,Travaux,45210000,79386644300047,LOIRE ATLANTIQUE DEVELOPPEMENT SPL,32463127400010,SOCIETE MALEINGE,54332.19,2024-08-29,Procédure adaptée,23.0,5,44,49,52.0,52.0
7938664430004712018MA2,12018MA2,Travaux,45210000,79386644300047,LOIRE ATLANTIQUE DEVELOPPEMENT SPL,30200446000010,CHARPENTE MENUISERIE ROUSSEAU (LES ESCALIERS TOUR DU BOIS),857438.74,2024-08-29,Procédure adaptée,23.0,4,44,49,52.0,52.0
7938664430004712018MA230,12018MA230,Travaux,45210000,79386644300047,LOIRE ATLANTIQUE DEVELOPPEMENT SPL,44005586101898,SPIE BUILDING SOLUTIONS,306038.17,2024-08-29,Procédure adaptée,23.0,3,44,44,52.0,52.0
7938664430004712018MA230,12018MA230,Travaux,45210000,79386644300047,LOIRE ATLANTIQUE DEVELOPPEMENT SPL,32463127400010,SOCIETE MALEINGE,54332.19,2024-08-29,Procédure adaptée,23.0,5,44,49,52.0,52.0
200035202000152023TXPISCINE1,2023TXPISCINE1,Travaux,45212212,20003520200015,CHARLIEU-BELMONT COMMUNAUTE,72598019700018,BERTRAND DURON CONSTRUCTEUR,2146021.9,2024-08-28,Appel d'offres ouvert,18.0,1,42,69,84.0,84.0
200035202000152023TXPISCINE1,2023TXPISCINE1,Travaux,45212212,20003520200015,CHARLIEU-BELMONT COMMUNAUTE,49491224900013,CHAVANY TRAVAUX PUBLICS,2146021.9,2024-08-28,Appel d'offres ouvert,18.0,1,42,42,84.0,84.0
200067205000192021K21160_,2021K21160_,Travaux,45212212,20006720500019,CA DU COTENTIN,49919522000029,EAU AIR SYSTEME,914322.08,2024-08-28,Appel d'offres ouvert,26.0,6,50,59,28.0,32.0
20008392100011202409,202409,Travaux,45214230,20008392100011,COMMUNE DE MUR-SUR-ALLIER (MAIRIE),80848805000093,EIFFAGE ENERGIE SYSTEMES - IT LOIRE AUVERGNE,74874.08,2024-08-28,Procédure adaptée,10.0,3,63,63,84.0,84.0
20008392100011202411,202411,Travaux,45214230,20008392100011,COMMUNE DE MUR-SUR-ALLIER (MAIRIE),32230564000029,SARL PAIS,167423.64,2024-08-28,Procédure adaptée,9.0,3,63,63,84.0,84.0
20008392100011202414,202414,Travaux,45214230,20008392100011,COMMUNE DE MUR-SUR-ALLIER (MAIRIE),50320381200022,SAS S3P,76917.0,2024-08-28,Procédure adaptée,10.0,3,63,63,84.0,84.0
20008392100011202416,202416,Travaux,45214230,20008392100011,COMMUNE DE MUR-SUR-ALLIER (MAIRIE),83075338000013,SAS PERRET ET ASSOCIES (LES ATELIERS CHRISTIAN PERRET),49513.0,2024-08-28,Procédure adaptée,10.0,3,63,63,84.0,84.0
20008392100011202513,202513,Travaux,45214230,20008392100011,COMMUNE DE MUR-SUR-ALLIER (MAIRIE),40920215700056,KESER,210000.04,2024-08-28,Procédure adaptée,9.0,3,63,63,84.0,84.0
210500799000642024SPAGBLOT8,2024SPAGBLOT8,Travaux,45215110,21050079900064,COMMUNE LE MONETIER LES BAINS (SERVICE EAU ET ASSAINISSEMENT),35380029500035,NAVIC,35972.8,2024-08-28,Procédure adaptée,17.0,1,05,74,93.0,84.0
21310555400017202222V03,202222V03,Travaux,45210000,21310555400017,COMMUNE DE TOULOUSE (MAIRIE),39794116200026,ENTREPRISE DE TRAVAUX ET DE RAVALEMENT,113843.4,2024-08-28,Appel d'offres ouvert,16.0,3,31,31,76.0,76.0
213105554000172023V,2023V,Travaux,45210000,21310555400017,COMMUNE DE TOULOUSE (MAIRIE),30192100300036,ENTREPRISE TRAVAUX PLATRERIE,761840.76,2024-08-28,Appel d'offres ouvert,17.0,5,31,31,76.0,76.0
213105554000172023V,2023V,Travaux,45210000,21310555400017,COMMUNE DE TOULOUSE (MAIRIE),39768275800057,COMMINGES BATIMENT (EDIFICE TOULOUSE BATIMENT),761840.76,2024-08-28,Appel d'offres ouvert,31.0,5,31,31,76.0,76.0
213105554000172023V05,2023V05,Travaux,45210000,21310555400017,COMMUNE DE TOULOUSE (MAIRIE),30269887300643,SPIE BATIGNOLLES MALET,761840.76,2024-08-28,Appel d'offres ouvert,28.0,3,31,31,76.0,76.0
213105554000172023V05,2023V05,Travaux,45210000,21310555400017,COMMUNE DE TOULOUSE (MAIRIE),51167769200036,TECHNICLIMATIC,761840.76,2024-08-28,Procédure adaptée,19.0,5,31,31,76.0,76.0
21340129200015202424TX05-03,202424TX05-03,Travaux,45212225,21340129200015,COMMUNE DE LATTES (MAIRIE),48519755200394,SOPREMA ENTREPRISES,530000.0,2024-08-28,Appel d'offres ouvert,16.0,4,34,34,76.0,76.0
21340129200015202424TX05-05,202424TX05-05,Travaux,45212225,21340129200015,COMMUNE DE LATTES (MAIRIE),42134008400266,SOGEA SUD BATIMENT,157821.14,2024-08-28,Appel d'offres ouvert,16.0,2,34,34,76.0,76.0
21340129200015202424TX05-06,202424TX05-06,Travaux,45212225,21340129200015,COMMUNE DE LATTES (MAIRIE),91795455400015,EASY PLATRE,309847.03,2024-08-28,Appel d'offres ouvert,16.0,9,34,34,76.0,76.0
21340129200015202424TX05-07,202424TX05-07,Travaux,45212225,21340129200015,COMMUNE DE LATTES (MAIRIE),41845543200017,JPB MENUISERIE,476079.84,2024-08-28,Appel d'offres ouvert,16.0,7,34,34,76.0,76.0
21340129200015202424TX05-08,202424TX05-08,Travaux,45212225,21340129200015,COMMUNE DE LATTES (MAIRIE),95074782400015,COLLECTIF CARRELAGE (PROCERAM),197151.88,2024-08-28,Appel d'offres ouvert,16.0,6,34,34,76.0,76.0
21340129200015202424TX05-10,202424TX05-10,Travaux,45212225,21340129200015,COMMUNE DE LATTES (MAIRIE),72020116900052,PAPERON PEINTURES ET SOLS,68521.7,2024-08-28,Appel d'offres ouvert,16.0,12,34,30,76.0,76.0
21340129200015202424TX05-11,202424TX05-11,Travaux,45212225,21340129200015,COMMUNE DE LATTES (MAIRIE),72202474202434,TK ELEVATOR FRANCE,79970.0,2024-08-28,Appel d'offres ouvert,16.0,4,34,13,76.0,93.0
21340129200015202424TX05-16,202424TX05-16,Travaux,45212225,21340129200015,COMMUNE DE LATTES (MAIRIE),65480139800011,NOUANSPORT,63546.53,2024-08-28,Appel d'offres ouvert,16.0,3,34,37,76.0,24.0
213600885000152023-14-2,2023-14-2,Travaux,45212220,21360088500015,COMMUNE D ISSOUDUN (MAIRIE),84119011900013,TECH'O FLUIDES,51500.0,2024-08-28,Appel d'offres ouvert,6.0,1,36,54,24.0,44.0
21380485900014202410LOT,202410LOT,Travaux,45212200,21380485900014,COMMUNE DE SEYSSINET PARISET (MAIRIE),33996388600017,TOUTENVERT,95000.0,2024-08-28,Procédure adaptée,12.0,4,38,38,84.0,84.0
21380485900014202420241001,202420241001,Travaux,45212200,21380485900014,COMMUNE DE SEYSSINET PARISET (MAIRIE),49448888500042,E2S COMPANY,113427.74,2024-08-28,Procédure adaptée,12.0,2,38,30,84.0,76.0
21440120000016202402,202402,Travaux,45212221,21440120000016,COMMUNE DU PELLERIN (MAIRIE),33470878100029,SPORTINGSOLS,803726.9,2024-08-28,Procédure adaptée,4.0,3,44,85,52.0,52.0
21450155300215202105PA,202105PA,Travaux,45212350,21450155300215,COMMUNE DE GIEN (MAIRIE),83775606300066,MDB,211168.02,2024-08-28,Procédure adaptée,34.0,3,45,18,24.0,24.0
2145015530021520212021-05D,20212021-05D,Travaux,45212350,21450155300215,COMMUNE DE GIEN (MAIRIE),83775606300066,MDB,211168.02,2024-08-28,Procédure adaptée,35.0,1,45,18,24.0,24.0
214502080002262024-TX-00,2024-TX-00,Travaux,45212221,21450208000226,COMMUNE DE MONTARGIS (MAIRIE),32445457800034,SOTREN,82416.5,2024-08-28,Marché passé sans publicité ni mise en concurrence préalable,3.0,1,45,21,24.0,27.0
2166013690001220242,20242,Travaux,45212200,21660136900012,COMMUNE DE PERPIGNAN (MAIRIE),38996241600027,SAS BECK ET CIE,450130.0,2024-08-28,Procédure adaptée,24.0,3,66,66,76.0,76.0
216601369000122024215,2024215,Travaux,45212200,21660136900012,COMMUNE DE PERPIGNAN (MAIRIE),30269887300494,SPIE BATIGNOLLES MALET,227747.1,2024-08-28,Procédure adaptée,24.0,5,66,66,76.0,76.0
216601369000122024215,2024215,Travaux,45212200,21660136900012,COMMUNE DE PERPIGNAN (MAIRIE),38996241600027,SAS BECK ET CIE,450130.0,2024-08-28,Procédure adaptée,24.0,3,66,66,76.0,76.0
21720132600014202411_-_LOT_1,202411_-_LOT_1,Travaux,45212000,21720132600014,COMMUNE DE LA FERTE BERNARD (MAIRIE),48183861300018,MORIN TERRASSEMENT DEMOLITION,100797.07,2024-08-28,Procédure adaptée,12.0,6,72,72,52.0,52.0
21720132600014202411_-_LOT_1,202411_-_LOT_1,Travaux,45212000,21720132600014,COMMUNE DE LA FERTE BERNARD (MAIRIE),42113143400027,MCM,100797.07,2024-08-28,Procédure adaptée,12.0,6,72,72,52.0,52.0
217400019000142025SDF-LOT06,2025SDF-LOT06,Travaux,45210000,21740001900014,COMMUNE D ABONDANCE (MAIRIE),38207503400019,SA BRUNO VERGORI ET FILS,202130.0,2024-08-28,Procédure adaptée,14.0,4,74,74,84.0,84.0
217400019000142025SDF2024-13,2025SDF2024-13,Travaux,45210000,21740001900014,COMMUNE D ABONDANCE (MAIRIE),33399845800033,MEYER VENTILATION,146600.0,2024-08-28,Procédure adaptée,14.0,2,74,74,84.0,84.0
2183009860001320242024-46DEV,20242024-46DEV,Travaux,45212200,21830098600013,COMMUNE LE PRADET (MAIRIE),49820933700035,BIKESOLUTIONS,99900.0,2024-08-28,Marché passé sans publicité ni mise en concurrence préalable,5.0,1,83,38,93.0,84.0
222500019000132021300545,2021300545,Travaux,45210000,22250001900013,DEPARTEMENT DU DOUBS,48044954500015,FRANCE CLOTURE ENVIRONNEMENT,345162.78,2024-08-28,Appel d'offres ouvert,35.0,3,25,25,27.0,27.0
222500019000132021300572,2021300572,Travaux,45210000,22250001900013,DEPARTEMENT DU DOUBS,79317378200020,INGENIERIE BOIS NOROY (INGENIERIE BOIS NOROY IBN),1209917.98,2024-08-28,Appel d'offres ouvert,35.0,4,25,25,27.0,27.0
226000016004032024245311-004,2024245311-004,Travaux,45210000,22600001600403,DEPARTEMENT DE L'OISE,52712074500015,MARISOL,222833.28,2024-08-28,Procédure adaptée,12.0,6,60,60,32.0,32.0
245804406001072023SC02,2023SC02,Travaux,45212310,24580440600107,COMMUNAUTE D AGGLOMERATION DE NEVERS,49861878400033,CS2N ECONOMIE DE LA CONSTRUCTION (CS2N),17092000.04,2024-08-28,Procédure adaptée,24.0,3,58,63,27.0,84.0
245804406001072023SC02,2023SC02,Travaux,45212310,24580440600107,COMMUNAUTE D AGGLOMERATION DE NEVERS,32891481700031,JEAN-HUGUES MANOURY (SCENE EVOLUTION),17092000.04,2024-08-28,Procédure adaptée,24.0,3,58,93,27.0,11.0
245804406001072023SC02,2023SC02,Travaux,45212310,24580440600107,COMMUNAUTE D AGGLOMERATION DE NEVERS,30655323100045,INGENIERIE TECHNIQUE CONSTRUCTION,17092000.04,2024-08-28,Procédure adaptée,24.0,3,58,63,27.0,84.0
245804406001072023SC02,2023SC02,Travaux,45212310,24580440600107,COMMUNAUTE D AGGLOMERATION DE NEVERS,48835300400028,OLGGA ARCHITECTES,17092000.04,2024-08-28,Procédure adaptée,24.0,3,58,75,27.0,11.0
245804406001072023SC02,2023SC02,Travaux,45212310,24580440600107,COMMUNAUTE D AGGLOMERATION DE NEVERS,98082660600017,ATELIER D'ARCHITECTURE BENTEJAC,17092000.04,2024-08-28,Procédure adaptée,24.0,3,58,58,27.0,27.0
245804406001072023SC02,2023SC02,Travaux,45212310,24580440600107,COMMUNAUTE D AGGLOMERATION DE NEVERS,39390595500034,B.E.T TRAMIER,17092000.04,2024-08-28,Procédure adaptée,24.0,3,58,58,27.0,27.0
245804406001072023SC02,2023SC02,Travaux,45212310,24580440600107,COMMUNAUTE D AGGLOMERATION DE NEVERS,52475981800023,ALTERNATIVE,17092000.04,2024-08-28,Procédure adaptée,24.0,3,58,75,27.0,11.0
245804406001072023SC02,2023SC02,Travaux,45212310,24580440600107,COMMUNAUTE D AGGLOMERATION DE NEVERS,38381266600253,EODD INGENIEURS CONSEILS,17092000.04,2024-08-28,Procédure adaptée,24.0,3,58,75,27.0,11.0
245804406001072023SC02,2023SC02,Travaux,45212310,24580440600107,COMMUNAUTE D AGGLOMERATION DE NEVERS,54202182900776,SAFEGE,17092000.04,2024-08-28,Procédure adaptée,24.0,3,58,63,27.0,84.0
245804406001072023SC02,2023SC02,Travaux,45212310,24580440600107,COMMUNAUTE D AGGLOMERATION DE NEVERS,80426116200049,CDR CONSTRUCTION,17092000.04,2024-08-28,Procédure adaptée,24.0,3,58,63,27.0,84.0
245804406001072023SC02,2023SC02,Travaux,45212310,24580440600107,COMMUNAUTE D AGGLOMERATION DE NEVERS,95377614300018,BET MACOUIN,17092000.04,2024-08-28,Procédure adaptée,24.0,3,58,18,27.0,24.0
245804406001072023SC02,2023SC02,Travaux,45212310,24580440600107,COMMUNAUTE D AGGLOMERATION DE NEVERS,52283454800011,CAMILLE BENTEJAC,17092000.04,2024-08-28,Procédure adaptée,24.0,3,58,58,27.0,27.0
278500012001842024T00298,2024T00298,Travaux,45210000,27850001200184,OFFICE PUBLIC DE L HABITAT DE VENDEE,43753660000012,MCBAT,57110.76,2024-08-28,Marché passé sans publicité ni mise en concurrence préalable,48.0,1,85,85,52.0,52.0
278500012001842024T00299,2024T00299,Travaux,45210000,27850001200184,OFFICE PUBLIC DE L HABITAT DE VENDEE,30970786700037,ELECTRICITE CHAUFFAGE CLIMATISATION SANITAIRE,65090.66,2024-08-28,Marché passé sans publicité ni mise en concurrence préalable,48.0,1,85,85,52.0,52.0
278500012001842024T00300,2024T00300,Travaux,45210000,27850001200184,OFFICE PUBLIC DE L HABITAT DE VENDEE,30970786700037,ELECTRICITE CHAUFFAGE CLIMATISATION SANITAIRE,27986.49,2024-08-28,Marché passé sans publicité ni mise en concurrence préalable,48.0,1,85,85,52.0,52.0
28340049700022202323M067A,202323M067A,Travaux,45216121,28340049700022,SCE DEPARTEMENTAL INCENDIE ET SECOURS,95074782400015,COLLECTIF CARRELAGE (PROCERAM),262000.0,2024-08-28,Procédure adaptée,18.0,3,34,34,76.0,76.0
28340049700022202323M073,202323M073,Travaux,45216121,28340049700022,SCE DEPARTEMENTAL INCENDIE ET SECOURS,50489377700020,FABRILIS (FABRILIS CEDRIC FERNANDEZ),84986.18,2024-08-28,Procédure adaptée,18.0,3,34,34,76.0,76.0
342143955000172023M00,2023M00,Travaux,45210000,34214395500017,LOGEMLOIRET,30997981300016,ETABLISSEMENTS PIERRE REVIL,26533.6,2024-08-28,Procédure adaptée,15.0,4,45,45,24.0,24.0
4455203980003024-1042279-1,24-1042279-1,Travaux,45211000,44552039800030,"AVESNOISE PROMOCIL, SOCIETE ANONYME D'HABITATIONS A LOYER MODERE",52206683600019,IDEAL CONSTRUCTION,492873.0,2024-08-28,Appel d'offres ouvert,25.0,2,59,59,32.0,32.0
4951761580001420230,20230,Travaux,45210000,49517615800014,OFFICE PUBLIC DE L'HABITAT DE L'ORNE (ORNE HABITAT),33917180300044,LAFOSSE,133169.64,2024-08-28,Procédure adaptée,9.0,3,61,50,28.0,28.0
497714071000302024052,2024052,Travaux,45210000,49771407100030,ETABLISSEMENT PUBLIC D'AMENAGEMENT DE ST ETIENNE,34316713600013,CECOIA (B2C EXPERTISE),565000.0,2024-08-28,Procédure adaptée,48.0,2,42,42,84.0,84.0
497714071000302024052,2024052,Travaux,45210000,49771407100030,ETABLISSEMENT PUBLIC D'AMENAGEMENT DE ST ETIENNE,30364821600016,SOC PLANFORET,565000.0,2024-08-28,Procédure adaptée,48.0,2,42,42,84.0,84.0
5260206150006220232308,20232308,Travaux,45210000,52602061500062,ADTO-SAO (SAO),52524008100014,PIVETTA BATIMENT,649950.0,2024-08-28,Procédure adaptée,13.0,3,60,60,32.0,32.0
5260206150006220232308,20232308,Travaux,45210000,52602061500062,ADTO-SAO (SAO),38172959900013,BELVALETTE SAS,33247.0,2024-08-28,Procédure adaptée,13.0,3,60,60,32.0,32.0
5260206150006220232308,20232308,Travaux,45210000,52602061500062,ADTO-SAO (SAO),89235745000014,ETS SERRURERIE DE BAETS,178835.15,2024-08-28,Procédure adaptée,13.0,3,60,60,32.0,32.0
52602061500062202323080,202323080,Travaux,45210000,52602061500062,ADTO-SAO (SAO),40254836600176,GROUPE EMILE DUFOUR (GED NORD PICARDIE ELEC),125545.54,2024-08-28,Procédure adaptée,13.0,3,60,60,32.0,32.0
52602061500062202323080,202323080,Travaux,45210000,52602061500062,ADTO-SAO (SAO),38512468000047,SARL BEAUVAISIS DECOR,43206.0,2024-08-28,Procédure adaptée,13.0,3,60,60,32.0,32.0
52602061500062202323080,202323080,Travaux,45210000,52602061500062,ADTO-SAO (SAO),40416412100059,EUROVIA PICARDIE,424511.83,2024-08-28,Procédure adaptée,13.0,3,60,60,32.0,32.0
884123902F202401,F202401,Travaux,45210000,884123902,nan,34316713600021,CECOIA (MENUISERIE CLEMENT ET MASSARDIER),55000.0,2024-08-28,Procédure adaptée,48.0,2,,42,,84.0
884123902F202401,F202401,Travaux,45210000,884123902,nan,30364821600016,SOC PLANFORET,55000.0,2024-08-28,Procédure adaptée,48.0,2,,42,,84.0
200040491001242023-42,2023-42,Travaux,45212212,20004049100124,COMMUNAUTE DE COMMUNES PORTE DE DROMARDECHE (CENTRE AQUATIQUE BLEU RIVE),34435244800478,SOGEA RHONE-ALPES (AGENCE DE VALENCE),87762.0,2024-08-27,Marché passé sans publicité ni mise en concurrence préalable,6.0,3,26,26,84.0,84.0
20004439400019202203-18,202203-18,Travaux,45213400,20004439400019,CC DU REOLAIS EN SUD GIRONDE,38371167801639,SCHINDLER,70000.0,2024-08-27,Procédure adaptée,24.0,2,33,78,75.0,11.0
200065969000122024BRIAULT,2024BRIAULT,Travaux,45213252,20006596900012,COMMUNE DE COTEAUX-SUR-LOIRE (MAIRIE),38919339200047,BRIAULT CONSTRUCTION,73018.87,2024-08-27,Procédure adaptée,24.0,1,37,37,24.0,24.0
20006898900157202424_050,202424_050,Travaux,45210000,20006898900157,CA DINAN AGGLOMERATION (EAU POTABLE REGIE DINAN AGGLOMERATION),42894893900015,SARC CONSTRUCTIONS,142000.0,2024-08-27,Procédure adaptée,18.0,5,22,22,53.0,53.0
200072981000182024EHPADBOU1,2024EHPADBOU1,Travaux,45212350,20007298100018,TOURAINE OUEST VAL DE LOIRE,48946528600024,TP PINEAU,184858.2,2024-08-27,Procédure adaptée,6.0,4,37,49,24.0,52.0
21140220100019202403706,202403706,Travaux,45210000,21140220100019,COMMUNE DE DEAUVILLE (MAIRIE),33645005100113,SOCIETE NORMANDE D'ETUDES ET DE REALISAT (SNER),129550.42,2024-08-27,Procédure adaptée,36.0,1,14,14,28.0,28.0
2134006900001125-1085484-3,25-1085484-3,Travaux,45212224,21340069000011,COMMUNE DE CAZOULS-LES-BEZIERS (MAIRIE),45400156100082,AGRIPAL CLOTURES,41550.0,2024-08-27,Procédure adaptée,2.0,12,34,34,76.0,76.0
213500093000172024TSPAL2,2024TSPAL2,Travaux,45212221,21350009300017,COMMUNE DE BAGUER MORVAN (MAIRIE),44183097300034,POTIN TP,109795.0,2024-08-27,Procédure adaptée,3.0,2,35,35,53.0,53.0
21380563300012M2400190,M2400190,Travaux,45210000,21380563300012,COMMUNE DE VOIRON (MAIRIE),44771412200028,UNIVERS DU CONFORT ENERGETIQUE ACCESSIBLE (UCEA),7068.36,2024-08-27,Procédure adaptée,2.0,1,38,38,84.0,84.0
21690081100011202323_006M08,202323_006M08,Travaux,45214210,21690081100011,COMMUNE D ECULLY (MAIRIE),80090233000037,THAVARD,232158.0,2024-08-27,Appel d'offres ouvert,14.0,3,69,69,84.0,84.0
